epoch,train_loss,val_loss,val_accuracy,val_iou
1,0.43617924532542623,0.16052740263311485,0.9604798889160157,0.36607707168657044
2,0.1243245589484771,0.12592717926753194,0.9631550089518229,0.4812000745649318
3,0.08413779930522045,0.11836343660558525,0.966095682779948,0.5138963491744184
4,0.0693098685828348,0.11017456685045832,0.9647036743164062,0.5287263077705495
5,0.05981908783316612,0.10036979409817018,0.9690103149414062,0.5512383602244598
6,0.05237597105714182,0.11447036182998042,0.9641998799641928,0.5354879016530663
7,0.04898057331641515,0.1075369585795622,0.9680210367838542,0.5490223171590611
8,0.04427809493461003,0.10503637251493178,0.969673817952474,0.5564255065339241
9,0.041104009503809116,0.10501450638433821,0.968462880452474,0.565011115791425
10,0.0423353182990104,0.1091847709919277,0.9687294006347656,0.5660361140951955
11,0.0361080797156319,0.09672297503014929,0.9729643758138021,0.6015904517624765
12,0.03175562008904914,0.11740347118067898,0.9711531066894531,0.5924116692962507
13,0.03043302885722369,0.10267162122028439,0.9723845926920572,0.6001767769248246
14,0.02654122065519914,0.11387011425961789,0.9723345947265625,0.6070505093466685
15,0.02626533291457842,0.11513889230493653,0.9738536071777344,0.6113512410514332
16,0.024204298755309234,0.11848466333590056,0.9715776062011718,0.609292878239563
17,0.023600470246747135,0.10720379094250108,0.9762774149576823,0.6263624164923158
18,0.01771451161087801,0.11152325220111954,0.9754243469238282,0.6450181799926558
19,0.01590041389533629,0.11550979051542909,0.9763464864095052,0.6378334841263895
20,0.02347485796858867,0.11240929252419032,0.9752095540364584,0.629263493308972
21,0.019520717163104565,0.11711669384844993,0.9743489583333333,0.6348072455266949
22,0.020696303088528413,0.10208095298883946,0.9752254231770834,0.6434173240040854
23,0.017397481850348413,0.11383245973602722,0.9757289632161459,0.6460117925087463
24,0.013252208436218401,0.12492966735245366,0.976483154296875,0.6606489045978615
25,0.011793751197013383,0.13361808530202038,0.9770685323079427,0.65911610994515
26,0.011198350344784558,0.13322837894635373,0.9781352233886719,0.6724907174120612
27,0.010938040531085184,0.1319020895507971,0.9773783365885417,0.6628996331002152
28,0.011235799726176386,0.12801031765871143,0.9769616190592448,0.6520519632087645
29,0.011302022379823029,0.1324548133599915,0.9770733642578125,0.6676058160972311
30,0.01415014815943626,0.1261839942369414,0.9780653381347656,0.6605846485551692
31,0.014140735085432728,0.10537712834775448,0.9774666341145833,0.6660997785489065
32,0.012031436755787581,0.11650552656991701,0.9783584594726562,0.6683435173076165
33,0.011120273435565953,0.12849488512514845,0.9771251424153646,0.6726749012847791
34,0.011245431512361393,0.13169290265068412,0.977649180094401,0.6699086118654793
35,0.009642021814749265,0.13587629737479515,0.977985585530599,0.6727819471283513
36,0.007936674444548165,0.13742175514466667,0.9786930338541666,0.683678860975702
37,0.007333407047359894,0.138149504182174,0.9790974426269531,0.6842367000945204
38,0.007098699741375943,0.14154084589283325,0.9788625081380208,0.6816116480752661
39,0.007217525456023092,0.13996725525756024,0.9785699971516927,0.6857892828423507
40,0.015557783695015436,0.1322368194692229,0.9761419169108073,0.6469965391805722
41,0.010114182693650947,0.1277740715365661,0.9794373067220052,0.6807547168369725
42,0.00730319119989872,0.12882098354595273,0.9799994405110677,0.6893498525540476
43,0.00674212468516392,0.1331060174730067,0.9798764038085938,0.6824053747796414
44,0.0064658782726231346,0.13632147549651563,0.9799686177571615,0.6865793575946623
45,0.006296287853231964,0.14475499216075005,0.9798114522298177,0.6849302977427181
46,0.006282143154530786,0.1549464633663822,0.9797080485026042,0.6837752022282827
47,0.0065579201649719225,0.18031045039625546,0.9803307596842448,0.6921431737785632
48,0.006020562146635105,0.15231796086912877,0.9797883605957032,0.6882981246976017
49,0.005538440322464642,0.15299341962427684,0.979989980061849,0.6914801306143978
50,0.005470295262445385,0.1517199193813691,0.979912363688151,0.688320556484238
